Ticker,Year,QTR,Report Date,Shares (Basic),Shares (Diluted),Revenue,Pretax Income (Loss),Net Income (Common),Stock Price,Stock pct Increase,Op. Invested Capital,Fin. Invested Capital,Invested Capital,Owner Earnings,Free Cash Flow,Net Worth,Market Cap,PE,PB,PB (Tangible),Faustmann Ratio,ROIC,Profit Margin,ROA,ROE
AAPL,2010,Q3,6/30/2010,25541516000,25966108000,15700000000,4292000000,3253000000,9.527469635,0.279925733,24729000000,37997000000,37997000000,4125000000,3501000000,62285000000,2.47E+11,14.41002479,5.738472907,5.879210663,3.971924308,0.451825144,0.390828025,0.265245268,0.30182552
AAPL,2010,Q4,9/30/2010,25607596000,26007128000,20343000000,5461000000,4308000000,10.8153553,0.135176045,26066000000,43664000000,43664000000,5136000000,4770000000,69284000000,2.81E+11,12.87659447,5.885550201,6.022016136,4.059758814,0.500274826,0.36926707,0.290544405,0.360569982
AAPL,2011,Q1,12/31/2010,25740232000,26128312000,26741000000,7963000000,6004000000,10.65062237,-0.015231394,26522000000,44366000000,44366000000,6454000000,5332000000,71343000000,2.78E+11,8.73674445,5.090600816,5.210995341,3.900631936,0.717937159,0.385101529,0.367203892,0.439322431
AAPL,2011,Q2,3/31/2011,25849488000,26206432000,24667000000,7900000000,5987000000,11.78356266,0.106373154,29418000000,60502000000,60502000000,9333000000,8306000000,89736000000,3.09E+11,9.772314354,5.023100242,5.127183476,3.441262521,0.522296784,0.414237645,0.332968052,0.389544057
AAPL,2011,Q3,6/30/2011,25931024000,26258680000,28571000000,9551000000,7308000000,11.70303535,-0.006833867,27957000000,54348000000,54348000000,7338000000,6385000000,82743000000,3.07E+11,8.043824218,4.431683954,4.557208791,3.713984995,0.702951351,0.417276259,0.357856086,0.42155661
AAPL,2011,Q4,9/30/2011,25996152000,26310816000,28270000000,8791000000,6623000000,16.6096096,0.419256552,28331000000,63910000000,63910000000,10342000000,9408000000,89862000000,4.37E+11,12.42783478,5.70400551,6.054228587,4.863149965,0.550211235,0.402546869,0.302171503,0.345780852
AAPL,2012,Q1,12/31/2011,26069148000,26364016000,46333000000,17477000000,13064000000,17.69020271,0.065058309,31452000000,72995000000,72995000000,15197000000,13321000000,1.03E+11,4.66E+11,6.671407956,5.178945825,5.442952027,4.521379215,0.957709432,0.446830553,0.504092125,0.580274058
AAPL,2012,Q2,3/31/2012,26140296000,26457004000,39186000000,15532000000,11622000000,20.36977005,0.151471828,31127000000,88332000000,88332000000,16022000000,14139000000,1.17E+11,5.39E+11,8.674399428,5.257888814,5.513110469,4.611303908,0.703346466,0.473740622,0.411623624,0.453550313
AAPL,2012,Q3,6/30/2012,26224688000,26517652000,35023000000,11861000000,8824000000,17.99832916,-0.11641962,33699000000,99381000000,99381000000,15290000000,13691000000,1.27E+11,4.77E+11,10.05972155,4.27105605,4.490505992,3.757023098,0.477395076,0.428118665,0.291253315,0.315859181
AAPL,2012,Q4,9/30/2012,26265484000,26541056000,35966000000,10893000000,8223000000,13.63577652,-0.242386535,38787000000,1.12E+11,1.12E+11,14347000000,13560000000,1.41E+11,3.62E+11,8.305974209,3.061567619,3.206953489,2.566649941,0.389470391,0.400405939,0.24747819,0.278250571
AAPL,2013,Q1,12/31/2012,26289648000,26522076000,54512000000,17672000000,13078000000,13.97407722,0.024809787,45353000000,1.09E+11,1.09E+11,11809000000,10085000000,1.49E+11,3.71E+11,5.243061597,2.910350841,3.050307714,2.484924626,0.646568125,0.386336953,0.360491208,0.410786362
AAPL,2013,Q2,3/31/2013,26309612000,26488980000,43603000000,12905000000,9547000000,15.23917961,0.090532088,46991000000,1.19E+11,1.19E+11,14979000000,13626000000,1.58E+11,4.04E+11,7.820037271,2.979336659,3.106255475,2.554519775,0.434201119,0.374951265,0.265067294,0.281851059
AAPL,2013,Q3,6/30/2013,25721292000,25879416000,35323000000,9435000000,6900000000,17.50749588,0.148847663,52580000000,1.32E+11,1.32E+11,13666000000,12521000000,1.57E+11,4.53E+11,12.00539928,3.673036699,3.856721363,2.879885646,0.286606065,0.368711604,0.188835962,0.223746291
AAPL,2013,Q4,9/30/2013,25316568000,25455672000,37472000000,10143000000,7512000000,16.66505432,-0.048118907,50404000000,1.34E+11,1.34E+11,9332000000,10160000000,1.57E+11,4.24E+11,10.45598335,3.433618699,3.60140379,2.698635839,0.30365536,0.370169727,0.196,0.243207149
AAPL,2014,Q1,12/31/2013,25090016000,25240644000,57594000000,17709000000,13072000000,20.16593361,0.21007308,46171000000,1.24E+11,1.24E+11,13674000000,11740000000,1.48E+11,5.09E+11,7.185628087,3.924934079,4.119565473,3.449849543,0.572213292,0.379310345,0.314569419,0.40319546
AAPL,2014,Q2,3/31/2014,24493208000,24626796000,45646000000,13818000000,10223000000,22.98558426,0.13982247,46381000000,1.28E+11,1.28E+11,15172000000,13670000000,1.53E+11,5.66E+11,10.24137528,4.710151478,4.956927515,3.703062837,0.430215995,0.393177935,0.268325008,0.340259113
AAPL,2014,Q3,6/30/2014,24050540000,24206844000,37432000000,10484000000,7748000000,26.80265999,0.166063898,43096000000,1.36E+11,1.36E+11,15202000000,13383000000,1.43E+11,6.49E+11,15.47138042,5.364708195,5.651685199,4.552462209,0.308913983,0.393647147,0.188459464,0.256259302
AAPL,2014,Q4,9/30/2014,23735388000,23888324000,42123000000,11472000000,8467000000,29.07592773,0.084815005,29849000000,1.34E+11,1.34E+11,11384000000,11429000000,1.24E+11,6.95E+11,15.13631412,6.226749104,6.757290978,5.590547262,0.341278754,0.380053652,0.19793046,0.303620895
AAPL,2015,Q1,12/31/2014,23372328000,23527212000,74599000000,24416000000,18024000000,29.60424614,0.018170303,34554000000,1.32E+11,1.32E+11,16911000000,13826000000,1.28E+11,6.97E+11,7.131649073,5.647585098,6.092114643,5.454103467,0.74188525,0.398678266,0.372914232,0.584587442
AAPL,2015,Q2,3/31/2015,23175196000,23339432000,58010000000,18564000000,13569000000,25.73010063,-0.130864522,33374000000,1.49E+11,1.49E+11,16709000000,16100000000,1.38E+11,6.01E+11,8.087237853,4.655023286,4.994643229,4.350628362,0.499008783,0.40779176,0.284294432,0.420724617
AAPL,2015,Q3,6/30/2015,22919544000,23092396000,49605000000,14473000000,10677000000,27.1164341,0.053879831,30596000000,1.66E+11,1.66E+11,18217000000,16420000000,1.46E+11,6.26E+11,10.816407,4.98248235,5.358682067,4.282416013,0.348879394,0.396754359,0.21194138,0.339823516
AAPL,2015,Q4,9/30/2015,22587668000,22730064000,51501000000,15062000000,11124000000,22.25792122,-0.179172264,35132000000,1.76E+11,1.76E+11,17623000000,18146000000,1.53E+11,5.06E+11,8.397357154,4.238816755,4.584887298,3.300609164,0.342300678,0.398982544,0.207504865,0.372803821
AAPL,2016,Q1,12/31/2015,22235720000,22376508000,75872000000,24573000000,18361000000,23.11238289,0.038389105,26351000000,1.59E+11,1.59E+11,24513000000,21843000000,1.34E+11,5.17E+11,5.261612548,4.03201463,4.340860162,3.84667877,0.616885073,0.400977963,0.335142729,0.57258687
AAPL,2016,Q2,3/31/2016,22057524000,22163544000,50557000000,14142000000,10516000000,24.70612717,0.068956294,46373000000,2.04E+11,2.04E+11,22080000000,19532000000,1.79E+11,5.48E+11,9.679948673,4.197362629,4.511806011,3.05969545,0.277903052,0.3940305,0.185300563,0.322435745
AAPL,2016,Q3,6/30/2016,21772232000,21891124000,42358000000,10469000000,7796000000,25.8747673,0.047301632,51229000000,1.98E+11,1.98E+11,19221000000,16068000000,1.74E+11,5.66E+11,13.52630957,4.476238844,4.809446393,3.248126223,0.211960621,0.380235139,0.137027899,0.246433962
AAPL,2016,Q4,9/30/2016,21467644000,21573320000,46852000000,12188000000,9014000000,32.23655319,0.245868332,58079000000,2.01E+11,2.01E+11,11369000000,10592000000,1.81E+11,6.95E+11,14.26504508,5.422650295,5.813385364,3.839759039,0.242553297,0.380197217,0.151551513,0.281140594
AAPL,2017,Q1,12/31/2016,21194644000,21311980000,78351000000,24180000000,17891000000,36.103405,0.119952396,48560000000,1.89E+11,1.89E+11,23358000000,20650000000,1.61E+11,7.69E+11,7.95528376,5.811881904,6.199172127,4.764451192,0.512853143,0.385138671,0.292081017,0.540554423
AAPL,2017,Q2,3/31/2017,20903164000,21046752000,52896000000,14684000000,11029000000,38.91986465,0.078010915,58428000000,2.19E+11,2.19E+11,22215000000,19628000000,1.87E+11,8.19E+11,13.94607633,6.109222261,6.501498026,4.371083833,0.268421534,0.389273291,0.175576626,0.329022538
AAPL,2017,Q3,6/30/2017,20780352000,20933996000,45408000000,11308000000,8717000000,40.94294357,0.051980626,63303000000,2.36E+11,2.36E+11,22017000000,18882000000,2.04E+11,8.57E+11,18.94896129,6.472338433,6.89430033,4.202992345,0.192063047,0.385130374,0.131041536,0.263303757
AAPL,2017,Q4,9/30/2017,20597712000,20734344000,52579000000,13917000000,10714000000,42.58931732,0.040211416,61614000000,2.36E+11,2.36E+11,19264000000,16888000000,1.94E+11,8.83E+11,15.86300129,6.587701001,6.587701001,4.547246127,0.236185595,0.379067689,0.148321828,0.319708759
AAPL,2018,Q1,12/31/2017,20451508000,20631148000,88293000000,27030000000,20065000000,44.86365509,0.053401602,63850000000,2.42E+11,2.42E+11,-44745000000,-12304000000,1.96E+11,9.26E+11,8.560753866,6.601963694,7.003493527,4.71611124,0.447687033,0.384084809,0.265785631,0.572471986
AAPL,2018,Q2,3/31/2018,20099508000,20273972000,61137000000,16168000000,13822000000,54.86002731,0.222816714,75810000000,2.51E+11,2.51E+11,23887000000,23037000000,2.17E+11,1.11E+12,17.19802477,8.766142733,8.766142733,5.119447369,0.257497332,0.383106793,0.175977274,0.435757184
AAPL,2018,Q3,6/30/2018,19528668000,19706436000,53265000000,13284000000,11519000000,43.18965912,-0.212729901,65330000000,2.02E+11,2.02E+11,22101000000,19624000000,1.58E+11,8.51E+11,16.01765758,7.404277143,7.404277143,5.375130276,0.26308467,0.383384962,0.152166256,0.400838633
AAPL,2018,Q4,9/30/2018,19206348000,19390188000,62900000000,16421000000,14125000000,42.02252197,-0.027023532,56714000000,1.96E+11,1.96E+11,21004000000,19140000000,1.48E+11,8.15E+11,12.40522199,7.604735562,7.604735562,5.510523655,0.335038689,0.382893482,0.179599426,0.527312944
AAPL,2019,Q1,12/31/2018,18943280000,19093008000,84310000000,23906000000,19965000000,42.67072678,0.015425176,72142000000,2.25E+11,2.25E+11,26609000000,24997000000,1.96E+11,8.15E+11,8.519958668,6.910668474,6.910668474,4.14639405,0.425392589,0.379919345,0.25587139,0.677399654
AAPL,2019,Q2,3/31/2019,18696284000,18802584000,58015000000,13793000000,11561000000,51.07321548,0.196914591,68320000000,2.02E+11,2.02E+11,23084000000,21747000000,1.70E+11,9.60E+11,17.40572073,9.071494656,9.071494656,5.654094807,0.272614524,0.376126864,0.161322581,0.436841111
AAPL,2019,Q3,6/30/2019,18282532000,18405520000,53809000000,11911000000,10044000000,65.6375351,0.285165511,82905000000,2.06E+11,2.06E+11,19482000000,17900000000,1.92E+11,1.21E+12,25.35666537,12.52480888,12.52480888,6.299763073,0.231763081,0.375903659,0.147852991,0.416521523
AAPL,2019,Q4,9/30/2019,17963248000,18081496000,64040000000,16127000000,13686000000,67.33973694,0.02593336,94479000000,1.77E+11,1.77E+11,17687000000,17142000000,1.69E+11,1.22E+12,18.87522763,13.45596305,13.45596305,7.195896081,0.365074874,0.379653342,0.190561155,0.604986297
AAPL,2020,Q1,12/31/2019,17660160000,17818416000,91819000000,25918000000,22236000000,78.50749207,0.165841977,98101000000,1.59E+11,1.59E+11,24133000000,22914000000,1.58E+11,1.40E+12,13.49331693,15.62452282,15.62452282,8.8751231,0.653060196,0.383548067,0.30436442,0.993443612
AAPL,2020,Q2,3/31/2020,17440404000,17618764000,58313000000,13135000000,11249000000,127.7980728,0.627845565,83548000000,1.76E+11,1.76E+11,19168000000,17890000000,1.61E+11,2.25E+12,42.85580671,28.71079483,28.71079483,14.02465344,0.298514247,0.383619433,0.163982522,0.573745617
AAPL,2020,Q3,6/30/2020,17250292000,17419152000,59685000000,13137000000,11253000000,118.1167984,-0.075754463,80434000000,1.61E+11,1.61E+11,18696000000,16000000000,1.41E+11,2.06E+12,39.1545723,28.46482478,28.46482478,14.58946907,0.326945571,0.379994974,0.165586871,0.62272765
AAPL,2020,Q4,9/30/2020,17057620000,17256524000,64698000000,14901000000,12673000000,120.5170441,0.020320951,83860000000,1.62E+11,1.62E+11,14606000000,13282000000,1.40E+11,2.08E+12,34.89204187,31.8294627,31.8294627,14.8068097,0.368041791,0.381603759,0.184026577,0.775830668
AAPL,2021,Q1,12/31/2020,16935119000,17113688000,1.11E+11,33579000000,28755000000,124.0315781,0.029162132,59532000000,1.37E+11,1.37E+11,31553000000,29566000000,1.02E+11,2.12E+12,15.80331255,32.05239383,32.05239383,20.76599518,0.977312746,0.397778157,0.379365859,1.736832568
AAPL,2021,Q2,3/31/2021,16753476000,16929157000,89584000000,28011000000,23630000000,151.3819275,0.220511178,52895000000,1.69E+11,1.69E+11,33808000000,32475000000,1.17E+11,2.56E+12,22.8728751,37.04600332,37.04600332,21.84463098,0.662476571,0.425064744,0.332318972,1.366330336
AAPL,2021,Q3,6/30/2021,16844298000,17021423000,81434000000,24369000000,21744000000,160.3160248,0.059016934,45284000000,1.60E+11,1.60E+11,32581000000,31366000000,1.00E+11,2.73E+12,27.99465378,42.45188039,42.45188039,27.2466538,0.608285959,0.432927279,0.295525103,1.353080274
AAPL,2021,Q4,9/30/2021,16844298000,17021423000,83360000000,23248000000,20551000000,161.0200043,0.004391199,58408000000,1.68E+11,1.68E+11,27003000000,28553000000,1.06E+11,2.74E+12,29.4733913,43.44253613,43.44253613,25.81218666,0.55266192,0.421952975,0.264932963,1.30296402
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
